Volcano Name	VNUM	Latitude	Longitude	Region	Sub-region	Volcano Type	Unit name	Eruption start day	Eruption start month	Eruption start year	Year BP	Date Error	Dating technique	Date quality	Alternate values	Citation	Tephra fall deposit volume	Qualifier	Error	Alternate values	Citation	Tephra fall DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Magma Type	Magma Density	Magnitude	Qualifier	Derivation	Alternate values	Citation	VEI	Qualifier	Derivation	Alternate values	Citation	Column height Min	Citation	Column height Max	Citation	Column height Average	Citation	Alternate values	Intensity Min	Citation	Intensity Max	Citation	Intensity Average	Citation	Alternate values
Baker	321010	48.777	-121.813	Canada and Western USA	US-Washington	Stratovolcano(es)	"Lake Tapps tephra, Swift Creek ignimbrite (Kulshan caldera formation)"				1149000		Ar-Ar	Medium quality	No	Hildreth et al (2004)	77.6	?		No		33	?		0	No	Hildreth et al (2004)	77.6			0	No		33			0	No	Hildreth et al (2004)	30	>		0	No	Hildreth et al (2004)	13	>		0	No		117.5	>		0	No	Collapse Caldera Database (2011)	50	>		1	No	Collapse Caldera Database (2011)	Dacite		7		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
Baker	321010	48.777	-121.813	Canada and Western USA	US-Washington	Stratovolcano(es)	"Lake Tapps tephra, Swift Creek ignimbrite (Kulshan caldera formation)"				1149000		Ar-Ar	Medium quality	No	Hildreth et al (2004)	77.6	?		No		33	?		0	No	Hildreth et al (2004)	77.6			0	No		33			0	No	Hildreth et al (2004)	30	>		0	No	Hildreth et al (2004)	13	>		0	No		117.5	>		0	No	Collapse Caldera Database (2011)	50	>		1	No	Smithsonian Pleistocene Database	Dacite		7		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
Baker	321010	48.777	-121.813	Canada and Western USA	US-Washington	Stratovolcano(es)	"Lake Tapps tephra, Swift Creek ignimbrite (Kulshan caldera formation)"				1149000		Ar-Ar	Medium quality	No	Hildreth et al (2004)	77.6	?		No		33	?		0	No	Hildreth et al (2004)	77.6			0	No		33			0	No	Hildreth et al (2004)	30	>		0	No	Hildreth et al (2004)	13	>		0	No		117.5	>		0	No	Collapse Caldera Database (2011)	50	>		1	No	Hildreth et al (2004)	Dacite		7		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
"Bal Haf, Harra of"	231170	14.05	48.33333333	Middle East and Indian Ocean	Arabia	Volcanic field																																																																												No							No
Balagan-Tas	301805	65.95888889	145.8927778	Kamchatka and Mainland Asia	Russia (northeastern)	Not Available																																																																												No							No
Balaton Highland	210805	46.91666667	17.63333333	Mediterranean and W Asia	Western Europe	Not Available																																																																												No							No
Balatukan	271072	8.766666667	124.9833333	Philippines and SE Asia	Mindanao	Compound volcano(es)																																																																												No							No
Balbi	255010	-5.916666667	154.9833333	Melanesia and Australia	Bougainville & Solomon Islands	Stratovolcano(es)																																																																												No							No
Bald Knoll	327030	37.32777778	-112.4077778	Canada and Western USA	US-Utah	Cinder cone(s)																																																																												No							No
Balikesir-Bigadic	213809	39.5	28	Mediterranean and W Asia	Turkey	Not Available																																																																												No							No
Balleny Islands		-66	163	Not Available	Not Available	Not Available	Eltanin				1700000		Not Available	Low quality	No	Hayakawa (1996a)																																				100	>=		0	No		40	>=		0	No				7		Literature	No	Hayakawa (1996a)	7		Calculated	No								No							No
Baluan	250020	-2.566666667	147.2833333	Melanesia and Australia	Admiralty Islands	Stratovolcano(es)																																																																												No							No
Baluran	263351	-7.85	114.3666667	Indonesia	Java	Stratovolcano(es)																																																																												No							No
Balut	271010	5.4	125.375	Philippines and SE Asia	Mindanao	Stratovolcano(es)																																																																												No							No
Bam	251010	-3.6125	144.8183333	Melanesia and Australia	Northeast of New Guinea	Stratovolcano(es)																																																																												No							No
Bambouto Volcanic Field	424800	5.616666667	10.08333333	Africa and Red Sea	Africa (western)	Stratovolcano(es)																																																																												No							No
Bamus	252110	-5.2	151.2333333	Melanesia and Australia	New Britain	Stratovolcano(es)																																																																												No							No
Ban Chay	275804	14	107.5	Philippines and SE Asia	Southeast Asia	Not Available																																																																												No							No
Ban Chiang Khian	275817	19.8	100	Philippines and SE Asia	Southeast Asia	Not Available																																																																												No							No
Ban Hui Sai	275818	20.3	100.3	Philippines and SE Asia	Southeast Asia	Not Available																																																																												No							No
Banahaw	273050	14.06666667	121.4833333	Philippines and SE Asia	Luzon	Complex volcano(es)																																																																												No							No
Banban	452809	-4.9	151.05	Melanesia and Australia	New Britain	Not Available																																																																												No							No
Banda Api	265090	-4.525	129.8713889	Indonesia	Banda Sea	Caldera(s)																																																																												No							No
Bandai	283160	37.598	140.076	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	"Hayama 1 Pumice (HP1, Bn-H1), Okinajima Debris Avalanche, Caldera collapse accompanied by Plinian eruption"				50000		Not Available	Not Entered	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Bandai	283160	37.598	140.076	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	"Hayama 2 Pumice (HP2, Bn-H2)"				75000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Bandai	283160	37.598	140.076	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)	"Hayama 2 Pumice (HP2, Bn-H2)"				75000		Stratigraphy	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Bangum	252802	-5.35	149.9333333	Melanesia and Australia	New Britain	Not Available																																																																												No							No
Banua Wuhu	267030	3.137777778	125.4905556	Indonesia	Sangihe Island	Submarine volcano(es)																																																																												No							No
Barahona	342802	14.55	-90.78333333	México and Central America	Guatemala	Not Available																																																																												No							No
Baraniy	300839	54.25	158.4833333	Kamchatka and Mainland Asia	Kamchatka Peninsula	Not Available																																																																												No							No
Baransky	290080	45.09722222	148.0241667	Kuril Islands	Kuril Islands	Stratovolcano(es)																																																																												No							No
Bárcena	341020	19.3	-110.8166667	México and Central America	México	Cinder cone(s)																																																																												No							No
Bárdarbunga	373030	64.63	-17.53	Iceland and Arctic Ocean	Iceland-NE	Stratovolcano(es)	1477 AD		3	1477	473		Historical records	High quality	No	SI																																				3.5			2	Yes	Larsen (1984)	1.1			2	No	Larsen (1984)	Andesite		5.4		Calculated	No		5		Literature	No	SI							No							No
Bárdarbunga	373030	64.63	-17.53	Iceland and Arctic Ocean	Iceland-NE	Stratovolcano(es)	"Vatnoaldur, Hnnausapollur 900 AD"			897	1053		Ice core	Low quality	No	Larsen (1984)																																				3.3			2	Yes	Larsen (1984)	1.1			2	No	Larsen (1984)	Not Available		5.4		Calculated	No		4		Literature	No	SI							No							No
Barkhatnaya Sopka	300084	52.82333333	158.2666667	Kamchatka and Mainland Asia	Kamchatka Peninsula	Lava dome(s)																																																																												No							No
Barren Island	260010	12.27777778	93.85833333	Indonesia	Andaman Islands	Stratovolcano(es)																																																																												No							No
"Barrier, The"	222030	2.32	36.57	Africa and Red Sea	Africa (eastern)	Shield volcano(es)	Caldera formation				92000		Not Available	Low quality	No	Smithsonian Pleistocene Database																																				10	>=		0	No		4	>=		0	No		Phonolite-Trachyte		6		Calculated	No		6		Literature	No	Decker (1990)							No							No
Barú	346010	8.807777778	-82.54277778	México and Central America	Panamá	Stratovolcano(es)																																																																												No							No
Barva	345050	10.135	-84.1	México and Central America	Costa Rica	Complex volcano(es)	6050 BC			-6050	8000		Tephrochronology	Medium quality	No	SI																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Barva	345050	10.135	-84.1	México and Central America	Costa Rica	Complex volcano(es)	Tiribí Tuff and Tibás Pumice				322000		Ar-Ar	Medium quality	No	Pérez et al (2006)	0.6			No	Pérez et al (2006)	0.3			1	No	Pérez et al (2006)	25			1	No	Pérez et al (2006)	15			1	No	Pérez et al (2006)													25.6			1	Yes	Pérez et al (2006)	15.3			1	Yes	Pérez et al (2006)			6.6	>=	Literature	No	Pérez et al (2006)	6	+	Literature	No	Smithsonian Pleistocene Database							No							No
Bas Dong Nai	275050	10.8	107.2	Philippines and SE Asia	Southeast Asia	Volcanic field																																																																												No							No
Bas Song Be	275807	11.66666667	106.6666667	Philippines and SE Asia	Southeast Asia	Not Available																																																																												No							No
"Basak, Bukit"	461843	-3.133333333	102.2833333	Indonesia	Sumatra	Not Available																																																																												No							No
Basalt Knob	315808	58.03333333	-136.3333333	Alaska	Alaska (eastern)	Not Available																																																																												No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Gunungkawi Ignimbrite (CII eruption)				24380		Radiocarbon (corrected)	Low quality	No	CALIB												5.75	>=	2.75	1	Yes	Pérez et al (2006)	3.25	>=	1.55	1	No	Pérez et al (2006)	4	>=		1	No	Reubi and Nicholls (2003)	2	>=		1	No	Reubi and Nicholls (2003)	10	>=	3	1	Yes	Reubi and Nicholls (2003)	5.5	>=	1.5	1	No	Collapse Caldera Database (2011)	Andesite-Dacite		6.1	>=	Calculated	No		6	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Gunungkawi Ignimbrite (CII eruption)				24380		Radiocarbon (corrected)	Low quality	No	CALIB												5.75	>=	2.75	1	Yes	Pérez et al (2006)	3.25	>=	1.55	1	No	Pérez et al (2006)	4	>=		1	No	Reubi and Nicholls (2003)	2	>=		1	No	Reubi and Nicholls (2003)	10	>=	3	1	Yes	Reubi and Nicholls (2003)	5.5	>=	1.5	1	No	Reubi and Nicholls (2003)	Andesite-Dacite		6.1	>=	Calculated	No		6	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Gunungkawi Ignimbrite (CII eruption)				24380		Radiocarbon (corrected)	Low quality	No	CALIB												5.75	>=	2.75	1	Yes	Pérez et al (2006)	3.25	>=	1.55	1	No	Pérez et al (2006)	4	>=		1	No	Reubi and Nicholls (2003)	2	>=		1	No	Reubi and Nicholls (2003)	10	>=	3	1	Yes	Collapse Caldera Database (2011)	5.5	>=	1.5	1	No	Collapse Caldera Database (2011)	Andesite-Dacite		6.1	>=	Calculated	No		6	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Gunungkawi Ignimbrite (CII eruption)				24380		Radiocarbon (corrected)	Low quality	No	CALIB												5.75	>=	2.75	1	Yes	Pérez et al (2006)	3.25	>=	1.55	1	No	Pérez et al (2006)	4	>=		1	No	Reubi and Nicholls (2003)	2	>=		1	No	Reubi and Nicholls (2003)	10	>=	3	1	Yes	Smithsonian Pleistocene Database	5.5	>=	1.5	1	No	Reubi and Nicholls (2003)	Andesite-Dacite		6.1	>=	Calculated	No		6	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Gunungkawi Ignimbrite (CII eruption)				24380		Radiocarbon (corrected)	Low quality	No	CALIB												5.75	>=	2.75	1	Yes	Pérez et al (2006)	3.25	>=	1.55	1	No	Pérez et al (2006)	4	>=		1	No	Reubi and Nicholls (2003)	2	>=		1	No	Reubi and Nicholls (2003)	10	>=	3	1	Yes	Collapse Caldera Database (2011)	5.5	>=	1.5	1	No	Reubi and Nicholls (2003)	Andesite-Dacite		6.1	>=	Calculated	No		6	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Gunungkawi Ignimbrite (CII eruption)				24380		Radiocarbon (corrected)	Low quality	No	CALIB												5.75	>=	2.75	1	Yes	Pérez et al (2006)	3.25	>=	1.55	1	No	Pérez et al (2006)	4	>=		1	No	Reubi and Nicholls (2003)	2	>=		1	No	Reubi and Nicholls (2003)	10	>=	3	1	Yes	Smithsonian Pleistocene Database	5.5	>=	1.5	1	No	Collapse Caldera Database (2011)	Andesite-Dacite		6.1	>=	Calculated	No		6	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Bali (or Ubud) Ignimbrite (CI eruption)				34565		Radiocarbon (corrected)	Low quality	No	Fairbanks et al (2005)												19	>=	9	1	Yes	Reubi and Nicholls (2003)	10.5	>=	5	1	No	Reubi and Nicholls (2003)	8	>=		1	No	Reubi and Nicholls (2003)	7.4	>=		1	No	Reubi and Nicholls (2003)	27	>=	9	1	No	Smithsonian Pleistocene Database	18	>=	5	1	No	Reubi and Nicholls (2003)	Dacite		7.4		Literature	Yes	Hayakawa (1996a)	7	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Bali (or Ubud) Ignimbrite (CI eruption)				34565		Radiocarbon (corrected)	Low quality	No	Fairbanks et al (2005)												19	>=	9	1	Yes	Reubi and Nicholls (2003)	10.5	>=	5	1	No	Reubi and Nicholls (2003)	8	>=		1	No	Reubi and Nicholls (2003)	7.4	>=		1	No	Reubi and Nicholls (2003)	27	>=	9	1	No	Reubi and Nicholls (2003)	18	>=	5	1	No	Reubi and Nicholls (2003)	Dacite		7.4		Literature	Yes	Hayakawa (1996a)	7	?	Literature	Yes	Machida (2002a)							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Bali (or Ubud) Ignimbrite (CI eruption)				34565		Radiocarbon (corrected)	Low quality	No	Fairbanks et al (2005)												19	>=	9	1	Yes	Reubi and Nicholls (2003)	10.5	>=	5	1	No	Reubi and Nicholls (2003)	8	>=		1	No	Reubi and Nicholls (2003)	7.4	>=		1	No	Reubi and Nicholls (2003)	27	>=	9	1	No	Reubi and Nicholls (2003)	18	>=	5	1	No	Reubi and Nicholls (2003)	Dacite		7.4		Literature	Yes	Hayakawa (1996a)	7	?	Literature	Yes	Smithsonian Pleistocene Database							No							No
Batur	264010	-8.242	115.375	Indonesia	Lesser Sunda Islands	Caldera(s)	Bali (or Ubud) Ignimbrite (CI eruption)				34565		Radiocarbon (corrected)	Low quality	No	Fairbanks et al (2005)												19	>=	9	1	Yes	Reubi and Nicholls (2003)	10.5	>=	5	1	No	Reubi and Nicholls (2003)	8	>=		1	No	Reubi and Nicholls (2003)	7.4	>=		1	No	Reubi and Nicholls (2003)	27	>=	9	1	No	Smithsonian Pleistocene Database	18	>=	5	1	No	Reubi and Nicholls (2003)	Dacite		7.4		Literature	Yes	Hayakawa (1996a)	7	?	Literature	Yes	Machida (2002a)							No							No
"Bayo, Cerro"	555970	-23.56666667	-66.95	South America	Pacific Ocean (Chilean Islands)	Not Available																																																																												No							No
"Bayo, Cerro"	355122	-25.41666667	-68.58333333	South America	"Northen Chile, Bolivia & Argentina"	Complex volcano(es)																																																																												No							No
Bayonnaise Rocks	284070	31.88	139.92	"Japan, Taiwan, Marianas"	"Izu, Volcano, & Mariana Islands"	Submarine volcano(es)	Caldera formation			-1970	3920		Not Available	Low quality	No	Collapse Caldera Database (2011)																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Bayuda Volc Field	225060	18.33333333	32.75	Africa and Red Sea	Africa (northern)	Cinder cone(s)																																																																												No							No
Bazman	232030	28.06666667	60	Middle East and Indian Ocean	Iran & Afghanistan	Stratovolcano(es)																																																																												No							No
Bear Peninsula	590848	-74.6	-110.8333333	Antarctica	Antarctica and South Sandwich Islands	Not Available																																																																												No							No
Beaufort Island	390845	-76.98333333	167.0166667	Antarctica	Antarctica	Not Available																																																																												No							No
